006.Export Value per Exporter: Mean,011.Export Value per Entrant: Mean,016.Export Value per Exiter: Mean,021.Export Value per Surviving Entrant: Mean,026.Export Value per Incumbent: Mean,031.Growth of Incumbents: Mean,036.Growth of Surviving Entrants: Mean,045.Number of HS6 Products per Exporter: Mean,048.Number of Destinations per Exporter: Mean,051.Number of Exporters per HS6 Product: Mean,054.Number of Exporters per Destination: Mean,057.Destination Entry Rate of Incumbents: Mean,060.Destination Entry Rate of Surviving Entrants: Mean,063.Share of New Destinations in TEV of Incumbents: Mean,066.Share of New Destinations in TEV of Surviving Entrants: Mean,069.Destination Exit Rate of Incumbents: Mean,072.Destination Survival Rate of 2-year Incumbents: Mean,081.Product Entry Rate of Incumbents: Mean,084.Product Entry Rate of Surviving Entrants: Mean,087.Share of New Products in TEV of Incumbents: Mean,090.Share of New Products in TEV of Surviving Entrants: Mean,093.Product Exit Rate of Incumbents: Mean,096.Product Survival Rate of 2-year Incumbents: Mean,001.Number of Exporters,002.Number of Entrants,003.Number of Exiters,004.Number of Surviving Entrants,005.Number of Incumbents,041.Herfindahl-Hirschman Index,075.Firm Entry Rate,076.Firm Exit Rate,077.Entrant 1st Year Survival Rate,078.Share of Entrants in TEV (Total Export Value),079.Entrant 2nd Year Survival Rate,080.Entrant 3rd Year Survival Rate,Country Name,Industry Name,Year
70579.51563,5967.541016,12041.61719,10180.98828,128821.2969,0.166323543,0.081039213,1.140740752,1.177777767,9.058823586,7.227272511,0.102347419,0.119999997,0.065135613,0.060475182,0.102347419,0.25,0.125352114,0.075999998,0.101793125,0.083728492,0.117370889,0.409090906,135,64,57,23,71,0.135557204,0.474074066,0.4453125,0.359375,0.040083248,0.1875,0.15625,Albania,"202:Manufacture of products of wood, cork, straw and plaiting materials",2008 [YR2008]
58891.47266,14214.02539,4234.756348,32056.08398,101217.4766,-0.308896422,0.042439565,1.209459424,1.155405402,8.949999809,9.5,0.112938598,0.137681156,0.099405773,0.133231938,0.128947362,0.722222209,0.110745616,0.163043484,0.09486144,0.169671088,0.10175439,0.238095239,148,72,59,25,76,0.121586591,0.486486495,0.437037051,0.347222209,0.117418207,0.208333328,0.194444448,Albania,"202:Manufacture of products of wood, cork, straw and plaiting materials",2009 [YR2009]
68288.76563,10364.44727,5454.063965,21863.56445,133257.9375,-0.073966801,-0.128778085,1.197452188,1.261146545,9.894737244,8.608695984,0.132739559,0.140000001,0.078080542,0.118172146,0.072072074,0.361111104,0.134009004,0.159999996,0.089865319,0.114542492,0.114864863,0.181818187,157,83,74,31,74,0.107949592,0.528662443,0.5,0.373493969,0.08023712,0.192771077,..,Albania,"202:Manufacture of products of wood, cork, straw and plaiting materials",2010 [YR2010]
87721.61719,9887.680664,6110.322754,15666.07715,143443.6406,-0.12227495,0.062287014,1.245033145,1.258278131,9.894737244,7.307692528,0.137482777,0.241935477,0.11474476,0.249452844,0.167975202,0.638888896,0.140435606,0.238709673,0.148459911,0.258877903,0.142992422,0.287499994,151,63,69,21,88,0.123455398,0.417218536,0.439490438,0.333333343,0.047027446,..,..,Albania,"202:Manufacture of products of wood, cork, straw and plaiting materials",2011 [YR2011]
80453.74219,21071.75,6639.847168,..,127549.7969,-0.269360811,..,1.12820518,1.365384579,8.800000191,7.344827652,0.166529834,0.119047619,0.113812163,0.098813124,0.122692443,..,0.097701147,0.142857149,0.098374888,0.142857149,0.141570881,..,156,69,64,..,87,0.092155255,0.442307681,0.423841059,..,0.115845419,..,..,Albania,"202:Manufacture of products of wood, cork, straw and plaiting materials",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,"202:Manufacture of products of wood, cork, straw and plaiting materials",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,"202:Manufacture of products of wood, cork, straw and plaiting materials",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,2003 [YR2003]
22421.96094,..,..,..,..,..,..,1.180555582,1.097222209,2.741935492,8.777777672,..,..,..,..,..,..,..,..,..,..,..,..,72,..,..,..,..,0.069875792,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,2004 [YR2004]
36049.23438,24590.375,11904.71484,12720.60059,45340.20313,0.139648169,0.121712208,1.283582091,1.044776082,2.388888836,8.75,0.013513514,..,0.009247268,..,0.063063063,1,0.101351351,..,0.050496329,..,0.117117122,0.349999994,67,30,35,6,37,0.084730685,0.447761208,0.486111104,0.200000003,0.305432707,0.13333334,0.100000001,Albania,241:Manufacture of basic chemicals,2005 [YR2005]
21400.54492,9933.476563,24352.19141,21430.12695,32867.61328,-0.511045516,0.226909161,1.196428537,1.053571463,2.030303001,6.555555344,0.017857144,0,0.009245166,0,0.008928572,0,0.113095239,0.333333343,0.107609414,0.333333343,0.172619045,0.333333343,56,28,39,7,28,0.089605354,0.5,0.582089543,0.25,0.232084662,0.107142858,0.071428575,Albania,241:Manufacture of basic chemicals,2006 [YR2006]
26240.20703,18079.71875,6043.101074,20157.58008,37539.34375,-0.015865106,0.467575163,1.241935492,1.080645204,2.333333254,8.375,0.064102568,0.142857149,0.052757233,0.142857149,0.057692308,0.75,0.141025648,0.380952388,0.132641435,0.349811047,0.121794872,0.75,62,36,30,17,26,0.057129718,0.580645144,0.535714269,0.472222209,0.400069296,0.277777791,0.194444448,Albania,241:Manufacture of basic chemicals,2007 [YR2007]
42003.83594,35278.94922,15240.68652,96576.79688,47047.5,0.451580524,-0.61021781,1.380952358,1.142857194,1.891304374,8,0.097222224,0.117647059,0.098158807,0.123269752,0.037037037,0.666666687,0.188822746,0.25,0.181241095,0.236320257,0.138888896,0.180000007,63,27,26,8,36,0.076375037,0.428571433,0.419354826,0.296296299,0.359956414,0.222222224,0.222222224,Albania,241:Manufacture of basic chemicals,2008 [YR2008]
38615.22656,23300.36328,12161.19922,36446.25,53930.08594,-0.668979049,0.492293715,1.419354796,1.145161271,1.833333373,5.916666508,0.043010753,0,0.015380823,0,0.048387095,0,0.168279573,0.125,0.142561927,0.081441656,0.153149009,0.25,62,31,32,9,31,0.056052692,0.5,0.507936537,0.290322572,0.301699162,0.129032254,0.096774191,Albania,241:Manufacture of basic chemicals,2009 [YR2009]
36420.84375,8978.670898,14182.8252,18658.51172,55547.20313,-0.245328531,0.16293183,1.392857194,1.178571463,1.625,4.714285851,0.113636367,0.194444448,0.091655619,0.197605252,0.093434341,0.666666687,0.186868683,0.055555556,0.203548536,0.083535962,0.180303037,0.285714298,56,23,29,5,33,0.076060586,0.410714298,0.467741936,0.217391297,0.101251595,0.130434781,..,Albania,241:Manufacture of basic chemicals,2010 [YR2010]
50699.92969,32707.64063,23112.23438,71300.96094,66511.33594,0.15313524,0.306625992,1.467741966,1.177419305,1.820000052,7.300000191,0.075757578,0.100000001,0.078118667,0.115583196,0.075757578,1,0.270707071,0.400000006,0.272533625,0.400000006,0.25757575,0.516666651,62,29,23,6,33,0.080284923,0.467741936,0.410714298,0.206896558,0.30175063,..,..,Albania,241:Manufacture of basic chemicals,2011 [YR2011]
86119.64063,17223.81445,26555.15234,..,150264.0313,-0.050894804,..,1.392857194,1.107142806,1.5,5.636363506,0.05172414,0,0.050371788,0,0.080459774,..,0.224794745,0.169841275,0.188192621,0.036606271,0.20229885,..,56,27,33,..,29,0.192333564,0.482142866,0.532258093,..,0.096427925,..,..,Albania,241:Manufacture of basic chemicals,2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,241:Manufacture of basic chemicals,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,2003 [YR2003]
27618.18359,..,..,..,..,..,..,1.301507592,1.17085433,8.931034088,16.6428566,..,..,..,..,..,..,..,..,..,..,..,..,199,..,..,..,..,0.042021476,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,2004 [YR2004]
37946.55469,9331.336914,8080.276855,17856.36133,62256.82813,0.183969036,0.268368095,1.267942548,1.25837326,10.19230747,13.84210491,0.16519174,..,0.106630184,..,0.105752215,0.318181813,0.202064902,..,0.161796257,..,0.21460177,0.277777791,209,96,86,37,113,0.083534665,0.459330142,0.432160795,0.385416657,0.112952664,0.229166672,0.114583336,Albania,252:Manufacture of plastics products,2005 [YR2005]
33811.32813,7158.067871,8050.98877,7988.330566,61905.30078,-0.222029746,0.12587449,1.285087705,1.149122834,10.46428585,18.7142849,0.09309309,0.094594598,0.079352289,0.095112838,0.165165171,0.416666657,0.192642644,0.264864862,0.166164652,0.2570768,0.192192197,0.369047612,228,117,98,42,111,0.04597586,0.513157904,0.468899518,0.358974367,0.108638711,0.230769232,0.15384616,Albania,252:Manufacture of plastics products,2006 [YR2006]
38106.57813,8803.220703,7469.152832,14088.82227,62919.90625,0.174150452,0.83975476,1.213973761,1.135371208,8.6875,14.44444466,0.098118283,0.051587302,0.086992696,0.054279521,0.120967738,0.602564096,0.145161286,0.130952388,0.101042472,0.100067928,0.152016133,0.524999976,229,105,104,39,124,0.038127214,0.458515286,0.456140339,0.371428579,0.105924249,0.266666681,0.200000003,Albania,252:Manufacture of plastics products,2007 [YR2007]
52944.50391,11049.71777,12733.80762,22577.98438,93136.25,0.404329866,0.232471094,1.236514568,1.170124531,9.030303001,12.26086998,0.107723579,0.0982906,0.071992636,0.079354621,0.097560979,0.450980395,0.152845532,0.188034192,0.120971471,0.163671926,0.134146348,0.428571433,241,118,106,37,123,0.066986077,0.489626557,0.462882102,0.313559324,0.102186918,0.152542368,0.110169493,Albania,252:Manufacture of plastics products,2008 [YR2008]
66623.08594,8574.220703,8558.876953,11745.4873,115148.3047,-0.155497804,0.849719644,1.421276569,1.148936152,9.02702713,10.80000019,0.069205731,0.063063063,0.052130338,0.054663673,0.100911461,0.5,0.225781247,0.32432431,0.171136469,0.293284118,0.165885419,0.412037045,235,107,113,40,128,0.082304522,0.455319136,0.46887967,0.373831779,0.058598418,0.242990658,0.168224305,Albania,252:Manufacture of plastics products,2009 [YR2009]
59274.74609,13590.73242,7538.771973,21568.19141,112403.5625,0.215580851,0.124612272,1.32876718,1.123287678,10.48648643,13.11999989,0.083950616,0.070833333,0.049541716,0.069821678,0.06580247,0.4375,0.221728399,0.295833349,0.192726955,0.287783235,0.233209878,0.578125,292,157,100,79,135,0.05795848,0.537671208,0.425531924,0.503184736,0.123279244,0.292993635,..,Albania,252:Manufacture of plastics products,2010 [YR2010]
61314.89844,17496.27539,9593.099609,32821.27344,88939.6875,-0.037621439,0.400031447,1.386666656,1.179999948,11.88571453,18.63157845,0.084368527,0.073839664,0.065641627,0.04886543,0.052536231,0.483333319,0.159088165,0.15295358,0.125172421,0.121710598,0.15625,0.489247322,300,116,108,42,184,0.041433394,0.386666656,0.369863003,0.362068951,0.11033576,..,..,Albania,252:Manufacture of plastics products,2011 [YR2011]
50875.96094,14373.24707,9188.18457,..,77157.91406,-0.221004933,..,1.275747538,1.17607975,10.37837791,16.09090996,0.102857143,0.138888896,0.074623331,0.151231244,0.108843535,..,0.113333337,0.130952388,0.097488888,0.140598595,0.157238096,..,301,126,125,..,175,0.036110274,0.418604642,0.416666657,..,0.118262298,..,..,Albania,252:Manufacture of plastics products,2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,252:Manufacture of plastics products,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,2003 [YR2003]
833860.5,..,..,..,..,..,..,1.514285684,1.171428561,1.204545498,3.416666746,..,..,..,..,..,..,..,..,..,..,..,..,35,..,..,..,..,0.399368823,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,2004 [YR2004]
1236211.125,184018.5156,185819.0625,49056.25781,3340596.5,-0.28271997,-0.333821774,1.454545498,1.424242377,1.263157845,2.611111164,0.218181819,..,0.165068269,..,0.045454547,0,0.621212125,..,0.470241427,..,0.469696969,0,33,22,24,2,11,0.556300342,0.666666687,0.685714304,0.090909094,0.099237911,0,0,Albania,271:Manufacture of basic iron and steel,2005 [YR2005]
561872.875,15421.0957,171310.6875,32800.33594,2825744.25,-0.030652864,0.111326978,1.194444418,1.083333373,1.264705896,3.25,0,0,0,0,0.176190481,..,0.214285716,0,0.152852744,0,0.333333343,0,36,29,26,5,7,0.470499992,0.805555582,0.787878811,0.172413796,0.022109183,0.103448279,0.068965517,Albania,271:Manufacture of basic iron and steel,2006 [YR2006]
644633.125,48550.47656,394714.25,98073.625,2656412,-0.222139835,-0.24313055,1.428571463,1.142857194,1.470588207,4,0.075000003,0,0.008094531,0,0,1,0.359375,0.200000003,0.260092884,0.200000003,0.333333343,0.714285731,35,27,28,11,8,0.884099364,0.771428585,0.777777791,0.407407403,0.05810006,0.259259254,0.148148149,Albania,271:Manufacture of basic iron and steel,2007 [YR2007]
2089247.75,820310.1875,12464.02441,2374292,4547814.5,-0.257955313,-0.521766663,1.617021322,1.255319118,1.617021322,3.6875,0.09375,0.090909094,0.103028059,0.090909094,0.0625,0,0.489583343,0.636363626,0.483444721,0.636363626,0.46875,0.642857134,47,31,19,10,16,0.498692751,0.659574449,0.54285717,0.322580636,0.258971512,0.225806445,0.129032254,Albania,271:Manufacture of basic iron and steel,2008 [YR2008]
887089.9375,25837.42969,347612.8125,22602.5293,2178968.75,0.193964213,-0.960839689,1.519999981,1.139999986,1.583333373,3.799999952,0.174999997,0.25,0.165173247,0.230346501,0.236666664,0.75,0.512380958,0.671428561,0.423087388,0.600614429,0.462500006,0.25,50,30,27,6,20,0.859973848,0.600000024,0.574468076,0.200000003,0.017475633,0.100000001,0.100000001,Albania,271:Manufacture of basic iron and steel,2009 [YR2009]
3204179.5,65137.28125,22114.10938,191385.0313,7912742.5,-0.1071852,0.063376479,1.919999957,1.360000014,1.882352948,3.090909004,0.275000006,0.166666672,0.196298167,0.166666672,0.183333337,0.533333361,0.503928542,0.5,0.492533743,0.5,0.458690464,0.336182326,50,30,30,9,20,0.638333917,0.600000024,0.600000024,0.300000012,0.01219731,0.13333334,..,Albania,271:Manufacture of basic iron and steel,2010 [YR2010]
3821920.5,78102.32813,17932.38477,302316.0938,9681810,0.581781387,0.157504216,2.016949177,1.406779647,1.859375,3.952380896,0.225155279,0.277777791,0.191880226,0.322680622,0.173913047,0.400000006,0.422360241,0.268518507,0.315836072,0.240143806,0.459730864,0.366666675,59,36,27,7,23,0.659442604,0.61016947,0.540000021,0.194444448,0.012469035,..,..,Albania,271:Manufacture of basic iron and steel,2011 [YR2011]
3251154.25,17283.99414,36312.88281,..,8594070,-0.204030395,..,1.688524604,1.393442631,1.634920597,3.269230843,0.18394649,0.190476194,0.187226996,0.168771297,0.110248446,..,0.497584552,0.571428597,0.428509057,0.468423784,0.475672871,..,61,38,36,..,23,0.617124856,0.622950792,0.61016947,..,0.003311771,..,..,Albania,271:Manufacture of basic iron and steel,2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,271:Manufacture of basic iron and steel,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,2003 [YR2003]
73950.9375,..,..,..,..,..,..,1.518518567,1.118518472,3.014705896,6.863636494,..,..,..,..,..,..,..,..,..,..,..,..,135,..,..,..,..,0.165093377,..,..,..,..,..,..,Albania,291:Manufacture of general purpose machinery,2004 [YR2004]
39717.93359,31733.16211,44702.49609,4397.559082,64187.39844,-0.329916626,1.230754375,1.476190448,1.119047642,2.695652246,8.294117928,0.153763443,..,0.126317397,..,0.134408608,0,0.674242437,..,0.623047411,..,0.672811091,0.111111112,126,95,104,22,31,0.075441241,0.753968239,0.770370364,0.231578946,0.602392793,0.136842102,0.094736844,Albania,291:Manufacture of general purpose machinery,2005 [YR2005]
30166.5,27887.90234,35834.21875,46083.22266,37192.17969,0.989863336,0.282185674,1.394557834,1.068027258,2.887323856,8.722222328,0.284722209,0.318181813,0.271342218,0.328833908,0.282407403,0.400000006,0.680092573,0.734090924,0.63914299,0.68527025,0.69402355,0.274509817,147,111,90,30,36,0.093658209,0.755102038,0.714285731,0.270270258,0.698066115,0.090090089,0.036036037,Albania,291:Manufacture of general purpose machinery,2006 [YR2006]
37211.42188,30560.87305,20268.55273,93422.1875,50763.48047,0.163830921,0.621996641,1.360248446,1.118012428,3.369230747,8.571428299,0.232704401,0.25,0.22780256,0.265906513,0.21226415,0.5,0.585534573,0.648888886,0.555619776,0.651804209,0.595283031,0.236111104,161,108,94,28,53,0.140355602,0.670807481,0.639455795,0.259259254,0.550918579,0.111111112,0.083333336,Albania,291:Manufacture of general purpose machinery,2007 [YR2007]
